Season,Name,Team,PA,WAR,playerid
1928,Ernie Nevers,Browns,1,0,1009527
1938,Ted Olson,Red Sox,1,0,1009796
1973,Jim Fairey,Dodgers,10,0,1003905
1970,Pat Jarvis,Braves,95,0,1006363
1912,Chet Hoff,Highlanders,5,0,1005898
1908,Case Patten,- - -,6,0,1010056
1919,Lefty York,Athletics,1,0,1014352
1959,J.C. Martin,White Sox,4,0,1008173
1939,Hal Newhouser,Tigers,1,0,1009535
1914,Pat Kilhullen,Pirates,1,0,1006900
1975,Rob Dressler,Giants,5,0,1003495
2017,A.J. Griffin,Rangers,6,0,11132
1950,Gordie Mueller,Red Sox,1,0,1009279
1938,Woody Davis,Tigers,1,0,1003089
1924,Joe Batchelder,Braves,1,0,1000651
1921,Lefty Clarke,Reds,1,0,1002295
1918,Val Picinich,Senators,162,0,1010309
1991,Chris Gardner,Astros,6,0,1004521
1948,Chuck Stobbs,Red Sox,1,0,1012548
1927,Ralph Judd,Senators,1,0,1006641
2012,Ivan Nova,Yankees,9,0,1994
1896,Willard Mains,Beaneaters,22,0,1008001
1928,Bill Haeffner,Giants,1,0,1005188
1926,Buster Ross,Red Sox,1,0,1011223
1999,Reggie Jefferson,Red Sox,225,0,1006381
1919,Ed Klepfer,Indians,1,0,1006997
1876,Pete Curren,Athletics,12,0,1002888
1997,Esteban Loaiza,Pirates,69,0,1310
2008,Yovani Gallardo,Brewers,9,0,8173
1944,Jackie Sullivan,Tigers,1,0,1012694
1984,Jeff Burroughs,Athletics,90,0,1001731
1975,Bill Fahey,Rangers,39,0,1003897
1912,Bill James,Naps,5,0,1006343
1942,Carl Hubbell,Giants,66,0,1006123
1977,Frank LaCorte,Braves,12,0,1007239
2003,Donnie Sadler,Rangers,150,0,627
1950,Jim Hearn,- - -,52,0,1005556
2003,Fernando Seguignol,Yankees,8,0,1836
1923,Arnie Stone,Pirates,1,0,1012559
1944,Pat Capri,Braves,1,0,1001930
1989,John Moses,Twins,267,0,1009243
1952,Howie Judson,White Sox,5,0,1006646
1968,Claude Raymond,Braves,7,0,1010732
1944,Jim Devlin,Indians,1,0,1003251
1910,Jack Dalton,Superbas,315,0,1002951
2008,Chris Carter,Red Sox,20,0,7707
2008,Craig Stansberry,Padres,18,0,6256
1951,Con Dempsey,Pirates,1,0,1003201
1951,Joe Muir,Pirates,1,0,1009288
1951,Paul Pettit,Pirates,1,0,1010254
1912,King Brady,Braves,1,0,1001328
1992,Reggie Williams,Angels,27,0,1014032
1930,Biggs Wehde,White Sox,1,0,1013728
1921,Al Pierotti,Braves,1,0,1010335
1937,Ed Baecht,Browns,1,0,1000407
1937,George Hennessey,Browns,1,0,1005654
1937,Bill Miller,Browns,1,0,1008872
1918,Tom Miller,Braves,2,0,1008937
1915,Clarence Garrett,Indians,11,0,1004544
1886,Bill Irwin,Red Stockings,8,0,1006277
1942,Warren Spahn,Braves,6,0,1012299
1925,Jake Freeze,White Sox,1,0,1004329
1925,Tink Riviere,White Sox,1,0,1011007
1971,John Morris,Brewers,7,0,1009219
1922,Jimmy Zinn,Pirates,1,0,1014452
1922,John Russell,White Sox,1,0,1011316
1956,Gene Mauch,Red Sox,28,0,1008271
1924,Nelson Greene,Robins,1,0,1005007
1924,Tex Wilson,Robins,1,0,1014107
1963,Marv Breeding,- - -,245,0,1001380
1923,Ed Wells,Tigers,1,0,1013766
1911,Sam Frock,Rustlers,5,0,1004372
1949,Dutch Leonard,Cubs,63,0,1007533
1913,Jack Ryan,Senators,1,0,1011337
1928,Glenn Spencer,Pirates,1,0,1012323
1928,Elmer Tutwiler,Pirates,1,0,1013239
1932,Boze Berger,Indians,1,0,1000868
1922,Chick Sorrells,Indians,1,0,1012281
1874,Eddie Booth,Atlantics,188,0,1001192
1998,Benito Santiago,Blue Jays,30,0,1130
1925,Johnny Neun,Tigers,84,0,1009524
1991,Jose Vizcaino,Cubs,154,0,577
1993,Mike Maksudian,Twins,17,0,1008009
1909,Ray Collins,Red Sox,26,0,1002462
1925,Charlie Caldwell,Yankees,1,0,1001828
1925,Herb Brett,Cubs,1,0,1001401
1925,Jumbo Brown,Cubs,1,0,1001533
1969,Oscar Brown,Braves,4,0,1001552
1922,Elmer Myers,Red Sox,1,0,1009419
1921,Claude Jonnard,Giants,1,0,1006603
1921,Walter Zink,Giants,1,0,1014449
1895,Willie Clark,Giants,93,0,1002317
1993,John Roper,Reds,29,0,1011189
1979,Ron Pruitt,Indians,188,0,1010554
1893,Doc Parker,Colts,1,0,1010002
1893,Gus Yost,Colts,1,0,1014358
1955,Ray Herbert,Athletics,24,0,1005684
1927,Jim Walkup,Tigers,1,0,1013540
1994,Andy Benes,Padres,63,0,1144
1920,Bill Killefer,Cubs,212,0,1006902
1906,Tommy Madden,Beaneaters,16,0,1007946
2002,Jose Flores,Athletics,5,0,1602
1922,Logan Drake,Indians,1,0,1003479
1943,Danny Doyle,Red Sox,50,0,1003459
1970,Gary Wagner,Red Sox,6,0,1013481
1912,Jack Ryan,Senators,1,0,1011337
1925,Lou Koupal,Pirates,1,0,1007126
1935,George Pipgras,Red Sox,1,0,1010363
1921,Drew Rader,Pirates,1,0,1010639
1921,Rip Wheeler,Pirates,1,0,1013838
1895,Sandy McDougal,Grooms,1,0,1008472
1904,Boileryard Clarke,Senators,301,0,1002267
2009,Luis Valbuena,Indians,398,0,4969
1947,George Myatt,Senators,11,0,1009413
1872,Henry Burroughs,Olympics,8,0,1001730
1970,Julio Navarro,Braves,6,0,1009466
1923,George Edmondson,Indians,1,0,1003679
1923,Dutch Levsen,Indians,1,0,1007570
1923,Jim Sullivan,Indians,1,0,1012696
1921,Oscar Fuhr,Cubs,1,0,1004387
1969,Johnny Hairston,Cubs,4,0,1005211
1922,Harry O'Neill,Athletics,1,0,1009809
1896,Willie McGill,Phillies,33,0,1008522
1986,Juan Berenguer,Giants,10,0,1000865
1908,Jack Flater,Athletics,16,0,1004140
1913,Mark Stewart,Reds,1,0,1012525
1891,Tim Keefe,- - -,57,0,1006743
1970,Don Cardwell,- - -,11,0,1001941
1951,Ben Flowers,Red Sox,1,0,1004173
1959,Pedro Ramos,Senators,85,0,1010681
1907,Jack Taylor,Cubs,47,0,1012879
1997,Ray Montgomery,Astros,76,0,1009073
1982,Junior Ortiz,Pirates,16,0,1009861
1942,Marv Felderman,Cubs,7,0,1003969
1924,Bill Hubbell,Phillies,66,0,1006122
1893,Jim Garry,Beaneaters,1,0,1004555
1991,Cecil Espy,Pirates,92,0,1003832
1936,Harry Kimberlin,Browns,1,0,1006914
1896,John Gilroy,Senators,1,0,1004737
1901,Christy Mathewson,Giants,136,0,1008235
1886,Harry Brooks,Metropolitans,1,0,1001471
1929,Lee Meadows,Pirates,1,0,1008705
1991,Mark Parent,Rangers,1,0,1009993
1886,William Zay,Orioles,1,0,1014424
2000,Randy Johnson,Diamondbacks,92,0,60
1917,Joe Boehling,Indians,18,0,1001115
1926,Art Decatur,Phillies,1,0,1003122
1926,Lefty Taber,Phillies,1,0,1012805
1926,Rusty Yarnall,Phillies,1,0,1014323
1929,Hal Goldsmith,Cardinals,1,0,1004810
1948,Monty Basgall,Pirates,54,0,1000636
1919,Luke Nelson,Yankees,7,0,1009504
1912,Billy Maharg,Tigers,1,0,1007983
1895,Bill Kling,Colonels,1,0,1007006
1960,Jim Pisoni,Yankees,10,0,1010370
1927,Skinny O'Neal,Phillies,1,0,1009803
1927,Lefty Taber,Phillies,1,0,1012805
1990,Johnny Paredes,- - -,16,0,1009991
1914,Harry Billiard,Hoosiers,40,0,1000969
1932,Bobby Reis,Dodgers,4,0,1010813
1930,Joe Samuels,Tigers,1,0,1011399
1921,Art Wilson,Indians,1,0,1014059
1964,Randy Hundley,Giants,1,0,1006189
1959,Ken McBride,White Sox,6,0,1008344
1904,Pinky Swander,Browns,1,0,1012756
1904,Harry Vahrenhorst,Browns,1,0,1013307
1982,Reggie Walton,Pirates,17,0,1013594
1973,Randy Jones,Padres,53,0,1006582
2005,Jae Seo,Mets,34,0,895
1996,Henry Mercedes,Royals,4,0,1008773
1960,Humberto Robinson,Phillies,6,0,1011068
2008,Brayan Pena,Braves,15,0,3231
1962,Ruben Gomez,- - -,19,0,1004827
1985,Roger Mason,Giants,12,0,1008222
2003,Andy Pettitte,Yankees,7,0,840
1919,John Cavanaugh,Phillies,1,0,1002092
1895,Dave Wright,Pirates,1,0,1014274
1895,Frank Knauss,Giants,1,0,1007028
1926,Jack Russell,Red Sox,24,0,1011313
1916,Bert Adams,Phillies,13,0,1000042
1993,Mike Humphreys,Yankees,40,0,1006187
1911,Ed Conwell,Cardinals,1,0,1002559
1922,Heinie Meine,Browns,1,0,1008731
1964,Bob Chance,Indians,439,0,1002129
2017,Taylor Featherston,Rays,47,0,12590
1974,Dave Tomlin,Padres,5,0,1013110
1938,Joe Glenn,Yankees,133,0,1004782
1967,Tom Egan,Angels,1,0,1003702
1914,Joe Gedeon,Senators,4,0,1004591
2001,Bartolo Colon,Indians,7,0,375
1969,Don Lock,- - -,74,0,1007686
1924,Pete Donohue,Reds,80,0,1003390
1934,Spike Merena,Red Sox,10,0,1008780
1902,Doc Adkins,Americans,9,0,1000074
1920,Jimmie Keenan,Phillies,1,0,1006750
1895,Ed Buckingham,Senators,1,0,1001620
1895,Oscar Purner,Senators,1,0,1010574
1968,Lenny Green,Tigers,5,0,1005005
1921,Red Bird,Senators,1,0,1000979
1921,Nemo Gaines,Senators,1,0,1004435
1924,Milt Steengrafe,White Sox,1,0,1012456
1880,John Richmond,Red Caps,131,0,1010927
1987,Kevin Coffman,Braves,11,0,1002392
1925,Heinie Sand,Phillies,575,0,1011425
1895,Frank Bowerman,Orioles,1,0,1001253
1959,Hardy Peterson,Pirates,1,0,1010229
1974,Bob Jones,Rangers,5,0,1006531
1982,Paul Zuvella,Braves,1,0,1014465
1919,Fred Hofmann,Yankees,1,0,1005916
1986,Andre David,Twins,6,0,1003022
1903,Claude Gouzzie,Browns,1,0,1004903
1913,Art Bues,Braves,1,0,1001633
2005,Barry Zito,Athletics,7,0,944
1943,Bert Kuczynski,Athletics,8,0,1007198
1991,Ron Darling,- - -,46,0,1002989
1912,Ed Burns,Cardinals,1,0,1001706
1912,Mike Murphy,Cardinals,1,0,1009371
1901,Bobby Lowe,Beaneaters,519,0,1007786
1997,Cory Lidle,Mets,6,0,926
2011,Martin Maldonado,Brewers,1,0,6887
1877,Ed McKenna,Brown Stockings,5,0,1008591
1978,Greg Mahlberg,Rangers,1,0,1007986
1988,Bob Meacham,Yankees,134,0,1008701
1995,Mike Sweeney,Royals,4,0,634
1984,Gary Lavelle,Giants,6,0,1007389
1924,Rufe Clarke,Tigers,1,0,1002307
1924,Willie Ludolph,Tigers,1,0,1007814
1920,Joe Engel,Senators,1,0,1003777
1920,Clarence Fisher,Senators,1,0,1004082
1920,Duke Shirey,Senators,1,0,1011909
1944,Roy Jarvis,Dodgers,1,0,1006365
2013,Craig Stammen,Nationals,6,0,7274
1891,Cyclone Ryan,Beaneaters,1,0,1011336
1953,Dick Marlowe,Tigers,33,0,1008114
2018,Adrian Sanchez,Nationals,59,0,11338
1891,Marty Sullivan,- - -,77,0,1012705
1978,Arturo DeFreitas,Reds,21,0,1003141
1921,Dan Boone,Tigers,1,0,1001184
1921,Lefty Stewart,Tigers,1,0,1012524
1903,Hugh Hill,Naps,1,0,1005824
1899,Patsy Flaherty,Colonels,27,0,1004129
1986,Bob Walk,Pirates,42,0,1013507
1932,Van Mungo,Dodgers,86,0,1009321
1930,Al Eckert,Reds,1,0,1003658
1979,Stan Bahnsen,Expos,14,0,1000414
1906,Pat Duff,Senators,1,0,1003529
2005,Paul Maholm,Pirates,17,0,8678
1906,Otis Clymer,Pirates,49,0,1002370
1974,Ray Knight,Reds,12,0,1007043
1935,Herman Fink,Athletics,5,0,1004053
1921,Rusty Pence,White Sox,1,0,1010155
1910,Dave Callahan,Naps,51,0,1001839
1956,Bob Bowman,Phillies,16,0,1001266
2015,Giovanny Urshela,Indians,288,0,10681
1901,Jay Hughes,Superbas,104,0,1006154
2011,Mike Aviles,- - -,309,0,5986
2000,Eric Byrnes,Athletics,11,0,905
1936,Charlie English,Giants,1,0,1003783
2017,Renato Nunez,Athletics,16,0,14503
1950,Gene Markland,Athletics,13,0,1008113
1945,Bob Keely,Cardinals,1,0,1006748
1912,Rube Geyer,Cardinals,57,0,1004650
1923,Jim Grant,Phillies,1,0,1004949
1923,Red Miller,Phillies,1,0,1008927
1880,Tommy Bond,Red Caps,290,0,1001158
1942,Hugh Casey,Dodgers,33,0,1002039
1971,Bill Gilbreth,Tigers,11,0,1004699
1995,Noe Munoz,Dodgers,1,0,1009329
1924,Logan Drake,Indians,1,0,1003479
1924,Paul Fitzke,Indians,1,0,1004118
1924,Guy Morton,Indians,1,0,1009232
1994,Dwight Gooden,Mets,16,0,1004852
1993,Chris Howard,Mariners,1,0,1006072
1928,Wattie Holm,Cardinals,429,0,1005981
1963,Cuno Barragan,Cubs,1,0,1000586
2002,Luke Allen,Dodgers,9,0,1586
1920,Red Cox,Tigers,1,0,1002706
1890,Harry Gilbert,Alleghenys,8,0,1004689
1970,Ron Taylor,Mets,6,0,1012885
1930,Ray Lucas,Giants,1,0,1007807
1908,Vin Campbell,Cubs,1,0,1001893
1985,Rick Schu,Phillies,457,0,1011650
1966,Jim Campanis,Dodgers,1,0,1001870
1990,Glenn Sutko,Reds,1,0,1012742
1975,Paul Reuschel,Cubs,5,0,1010851
1981,Mike Krukow,Cubs,56,0,1007185
1893,Jim Gilman,Spiders,7,0,1004730
1901,Harry Felix,Giants,1,0,1003973
1981,Bob Long,Pirates,6,0,1007728
1908,Hunky Shaw,Pirates,1,0,1011822
1924,Walter Schmidt,Pirates,194,0,1011588
1969,Von Joshua,Dodgers,8,0,1006629
1978,Dave Rader,Cubs,348,0,1010636
1966,Bob Allen,Indians,11,0,1000136
1894,Bill Pfann,Reds,1,0,1010261
1940,Hank Helf,Indians,1,0,1005611
1940,Hy Vandenberg,Giants,10,0,1013349
1894,Fritz Clausen,Colts,1,0,1002324
1940,Tony Giuliani,Dodgers,1,0,1004747
1900,Archie Stimmel,Reds,5,0,1012540
2009,Brayan Pena,Royals,183,0,3231
1924,Jack Blott,Reds,1,0,1001087
1906,Hugh Duffy,Phillies,1,0,1003533
2008,Ryan Jorgensen,Twins,1,0,7056
1907,Paul Sentell,Phillies,4,0,1011747
1980,Bob Pate,Expos,45,0,1010050
2011,Tommy Field,Rockies,51,0,6262
1945,Don Fisher,Giants,7,0,1004083
1975,Gary Lavelle,Giants,10,0,1007389
1946,Ben Steiner,Red Sox,4,0,1012461
1959,Cam Carreon,White Sox,1,0,1001988
1895,Con Daily,Grooms,156,0,1002932
1912,Red Nelson,- - -,15,0,1009508
1983,Dave Stewart,Dodgers,8,0,1012519
1946,Bill Baker,Pirates,127,0,1000443
1894,Frank West,Beaneaters,1,0,1013803
1927,Ed Sicking,Pirates,8,0,1011946
1906,Willy Fetzer,Athletics,1,0,1004019
1953,Stan Palys,Phillies,3,0,1009978
1982,John Milner,- - -,65,0,1008965
1915,Fred Herbert,Giants,6,0,1005683
2009,Greg Golson,Rangers,1,0,8074
1920,Tim Murchison,Indians,1,0,1009340
1893,George Ulrich,Reds,4,0,1013274
1906,Bull Smith,Cubs,1,0,1012107
1998,Edgard Clemente,Rockies,19,0,1002337
1964,Howie Reed,Dodgers,22,0,1010766
2012,Kip Wells,Padres,14,0,1012
1908,Harry Coveleski,Phillies,17,0,1002681
1944,Frank Demaree,Browns,58,0,1003190
1892,Ed Haigh,Browns,4,0,1005207
1924,Bill Lasley,Browns,1,0,1007368
2007,Eric Patterson,Cubs,9,0,9072
1925,Curt Fullerton,Red Sox,11,0,1004390
1913,Eppa Rixey,Phillies,51,0,1011008
1986,Jesse Orosco,Mets,6,0,667
1924,Lerton Pinto,Phillies,1,0,1010361
1959,Lou Jackson,Cubs,4,0,1006305
2018,Michael Reed,Braves,7,0,13228
1927,Ray Schalk,White Sox,29,0,1011517
1982,Jorge Orta,Dodgers,129,0,1009853
2009,Chad Durbin,Phillies,7,0,1442
2005,Mark Hendrickson,Devil Rays,7,0,1574
2018,Dallas Keuchel,Astros,2,0,9434
2018,Lance McCullers Jr.,Astros,2,0,14120
1980,Mike Fischlin,Astros,1,0,1004070
1931,Gabby Street,Cardinals,1,0,1012607
1920,Charlie Eckert,Athletics,1,0,1003659
1920,Fred Heimach,Athletics,1,0,1005591
1920,Bill Shanner,Athletics,1,0,1011793
1901,Jack McAleese,White Sox,1,0,1008321
1967,Bill Monbouquette,Yankees,36,0,1009048
2001,Freddy Garcia,Mariners,9,0,1077
1914,Delos Brown,White Sox,1,0,1001509
1998,Gabe White,Reds,10,0,360
2011,Kyle McClellan,Cardinals,41,0,4845
1920,Gus Bono,Senators,4,0,1001175
1893,Bert Abbey,Colts,28,0,1000006
1968,Jack Hamilton,Angels,7,0,1005274
1961,Bill Kunkel,Athletics,10,0,1007210
1888,Tod Brynan,White Stockings,11,0,1001611
1951,Jack Kramer,Yankees,12,0,1007137
1915,Harry Daubert,Pirates,1,0,1003004
1915,Syd Smith,Pirates,1,0,1012208
1916,Heinie Stafford,Giants,1,0,1012378
1933,Marv Olson,Red Sox,1,0,1009795
1933,Allyn Stout,Reds,24,0,1012582
1966,Billy McCool,Reds,19,0,1008409
1953,Reno Bertoia,Tigers,1,0,1000917
1990,Ron Tingley,Angels,4,0,1013074
1909,Paddy O'Connor,Pirates,16,0,1009720
1938,Jim Weaver,- - -,51,0,1013699
1994,Tom Browning,Reds,16,0,1001566
1883,Frank Devin,Orioles,9,0,1003245
1931,Art Herring,Tigers,61,0,1005726
2018,Drew Gagnon,Mets,2,0,12545
2018,Tim Peterson,Mets,2,0,13946
1875,,Elm Citys,2,0,1001190
1980,Floyd Rayford,Orioles,18,0,1010724
1972,Phil Hennigan,Indians,14,0,1005658
1921,Bill Warwick,Pirates,1,0,1013645
1909,Jack Quinn,Highlanders,50,0,1010605
1981,Bill Fahey,Tigers,72,0,1003897
1987,Glenn Hoffman,- - -,206,0,1005905
1932,Hank Patterson,Red Sox,1,0,1010064
2018,Jalen Beeks,- - -,2,0,17192
1997,Matt Beech,Phillies,41,0,1000770
1965,Randy Schwartz,Athletics,7,0,1011660
1957,Bobby Durnbaugh,Redlegs,1,0,1003593
1984,Dave Van Gorder,Reds,113,0,1013356
2010,Jake Peavy,White Sox,7,0,1051
1970,John Strohmayer,Expos,7,0,1012626
1948,Earl Turner,Pirates,1,0,1013227
1937,Tony Giuliani,Browns,58,0,1004747
1914,Doug Neff,Senators,2,0,1009482
1918,Ham Hyatt,Yankees,142,0,1006247
2010,Lars Anderson,Red Sox,43,0,9018
2018,Edwin Jackson,Athletics,2,0,1841
2018,Paul Blackburn,Athletics,2,0,14739
1964,Art Mahaffey,Phillies,56,0,1007979
2009,Marcus Thames,Tigers,294,0,1523
1989,Al Pardo,Phillies,1,0,1009990
1976,Chip Lang,Expos,8,0,1007313
1977,Dan Warthen,Expos,11,0,1013644
2018,Chris Beck,- - -,2,0,13418
1903,Dutch Rudolph,Phillies,1,0,1011286
2018,Brett Graves,Marlins,2,0,16218
1977,Jack Heidemann,Brewers,2,0,1005586
1968,Richie Hebner,Pirates,1,0,1005571
1983,Jim Barr,Giants,16,0,1000606
1979,Alberto Lois,Pirates,0,0,1007710
2016,Matt Harvey,Mets,25,0,11713
2001,Adrian Brown,Pirates,34,0,985
2002,Mike Coolbaugh,Cardinals,14,0,1147
2018,Victor Caratini,Cubs,200,0,14968
1927,Buddy Dear,Senators,1,0,1003113
1993,Greg Olson,Braves,295,0,1009792
1918,Red Bluhm,Red Sox,1,0,1001095
1989,Jim Eppard,Angels,13,0,1003796
1915,Chris Burkam,Browns,1,0,1001672
1915,Carl East,Browns,1,0,1003637
1963,Dale Willis,Athletics,6,0,1013985
1914,Tinsley Ginn,Naps,1,0,1004741
1914,Tom Reilly,Naps,1,0,1010806
1910,Tommy Madden,Highlanders,1,0,1007946
2016,Nathan Eovaldi,Yankees,7,0,9132
1924,Walter Mueller,Pirates,55,0,1009284
2007,Sam Fuld,Cubs,9,0,8254
1990,Nelson Liriano,- - -,400,0,1007650
1942,Buck Ross,White Sox,41,0,1011224
1925,Tom Sullivan,Reds,1,0,1012716
1916,Wilbur Fisher,Pirates,1,0,1004100
1916,Gene Madden,Pirates,1,0,1007941
1917,Tom Richardson,Browns,1,0,1010920
1920,Ed Wingo,Athletics,4,0,1014132
1934,Dutch Fehring,White Sox,1,0,1003967
1977,Bo Diaz,Red Sox,1,0,1003261
1891,Kid Nichols,Beaneaters,196,0,1009564
1915,Larry Chappell,White Sox,1,0,1002155
1915,Charlie Jackson,White Sox,1,0,1006292
2002,Kevin Brown,Red Sox,1,0,178
1945,Steve Roser,Yankees,9,0,1011220
1953,Herm Wehmeier,Reds,21,0,1013729
2013,Audry Perez,Cardinals,1,0,9176
2018,Wilmer Font,- - -,2,0,5257
2018,Daniel Hudson,Dodgers,2,0,7146
2018,Brock Stewart,Dodgers,2,0,16727
1907,Rudy Bell,Highlanders,59,0,1000821
2011,Jason Hammel,Rockies,61,0,4538
1972,Larry Stahl,Padres,331,0,1012383
2001,P.J. Forbes,Phillies,7,0,1004212
1913,Gene Packard,Reds,68,0,1009939
1929,Pat Collins,Braves,11,0,1002460
2001,Kevin Brown,Dodgers,41,0,642
1933,Johnny Allen,Yankees,78,0,1000150
1896,Reddy Foster,Giants,1,0,1004256
1930,Harry Smythe,Phillies,15,0,1012224
1896,Bill Whitrock,Phillies,4,0,1013910
1998,Raul Chavez,Mariners,1,0,553
1983,Curtis Wilkerson,Rangers,37,0,1013951
2001,Jesse Garcia,Braves,6,0,1418
1942,Bobby Mattick,Reds,10,0,1008260
1993,Trevor Hoffman,- - -,7,0,1035
1960,Earl Wilson,Red Sox,24,0,1014073
1979,Jack Brohamer,Red Sox,210,0,1001465
1934,Bert Hogg,Dodgers,1,0,1005926
1912,Pol Perritt,Cardinals,9,0,1010206
1982,Julio Gonzalez,Cardinals,90,0,1004838
1919,Lee King,Braves,1,0,1006934
1976,Tim Blackwell,Phillies,8,0,1001022
1984,Candy Maldonado,Dodgers,278,0,1008015
1924,Mack Hillis,Yankees,1,0,1005825
1932,Dolly Gray,Browns,66,0,1004969
1979,Dennis Werth,Yankees,4,0,1013791
1983,Howard Johnson,Tigers,74,0,1006462
1964,Bart Shirley,Dodgers,66,0,1011910
1917,Jack Fournier,White Sox,1,0,1004264
1917,Ziggy Hasbrook,White Sox,1,0,1005472
1927,Grant Gillis,Senators,38,0,1004722
1995,Rudy Pemberton,Tigers,32,0,1010139
1912,Chester Emerson,Athletics,1,0,1003765
1892,Warren Fitzgerald,Colonels,16,0,1004117
1980,Dave Edler,Mariners,99,0,1003675
1912,Polly Wolfe,White Sox,1,0,1014191
2017,Wei-Yin Chen,Marlins,8,0,13071
1961,Larry Foss,Pirates,6,0,1004245
1895,Gus Weyhing,- - -,108,0,1013820
1936,Bill Zuber,Indians,5,0,1014460
1919,Johnny Enzmann,Indians,18,0,1003795
1962,Howie Goss,Pirates,122,0,1004896
1913,Buck O'Brien,- - -,37,0,1009684
2018,Roberto Gomez,Giants,2,0,12963
2018,Tyler Beede,Giants,2,0,16981
1957,Tom Yewcic,Tigers,1,0,1014343
1904,Bill Lauterborn,Beaneaters,71,0,1007384
2017,Chad Huffman,Cardinals,15,0,5311
1975,John D'Acquisto,Giants,9,0,1002919
1916,Ed Sicking,Cubs,1,0,1011946
1969,Bill Buckner,Dodgers,1,0,1001625
1978,Fran Healy,Yankees,1,0,1005546
2018,Kirby Yates,Padres,2,0,9073
1972,Ted Kubiak,- - -,234,0,1007190
1974,Chuck Goggin,Red Sox,1,0,1004801
2006,Wade Miller,Cubs,7,0,568
1888,Barney Gilligan,Wolverines,5,0,1004721
1989,John Wetteland,Dodgers,26,0,1013815
2018,Francisco Liriano,Tigers,2,0,3201
2018,Jordan Zimmermann,Tigers,2,0,4505
2018,Daniel Norris,Tigers,2,0,13475
2018,Matthew Boyd,Tigers,2,0,15440
2018,Spencer Turnbull,Tigers,2,0,16207
1941,Les Fleming,Indians,8,0,1004146
1996,Einar Diaz,Indians,1,0,378
1914,Josh Billings,Naps,9,0,1000971
1998,Ben Davis,Padres,1,0,1074
2008,Yoslan Herrera,Pirates,7,0,7759
1967,Candy Harris,Astros,1,0,1005405
1921,Al Mamaux,Robins,13,0,1008049
2018,Yefry Ramirez,Orioles,2,0,15655
2002,Kris Benson,Pirates,44,0,982
2002,Danny Klassen,Diamondbacks,3,0,1455
1884,Jim Holdsworth,Hoosiers,20,0,1005945
1892,George Meakim,- - -,10,0,1008709
1988,Willie Wilson,Royals,628,0,1014113
1931,Lefty Weinert,Yankees,8,0,1013739
1953,Carl Scheib,Athletics,43,0,1011538
2015,Collin McHugh,Astros,8,0,7531
1926,Lefty Willis,Athletics,9,0,1014016
1935,Bubber Jonnard,Phillies,1,0,1006602
1959,Jerry Walker,Orioles,69,0,1013523
1932,Bob Brown,Braves,75,0,1001495
2005,Tim Laker,Devil Rays,1,0,1681
1963,Bob Lipski,Indians,1,0,1007648
1964,Don Cardwell,Pirates,7,0,1001941
1914,Pete Falsey,Pirates,1,0,1003918
1988,Sandy Alomar Jr.,Padres,1,0,221
1916,Ray Kennedy,Browns,1,0,1006847
1967,Bobby Wine,Phillies,400,0,1014124
2000,Jose Hernandez,Brewers,496,0,688
2018,John Brebbia,Cardinals,2,0,12777
1941,Howie Pollet,Cardinals,30,0,1010423
1906,Slow Joe Doyle,Highlanders,14,0,1003469
2018,Casey Sadler,Pirates,2,0,11209
2018,Michael Feliz,Pirates,2,0,11903
2018,Richard Rodriguez,Pirates,2,0,13549
2018,Alex McRae,Pirates,2,0,16317
1929,Jimmy Austin,Browns,1,0,1000372
1913,Luther Bonin,Browns,1,0,1001170
1913,George Tomer,Browns,1,0,1013109
1967,Charlie Sands,Yankees,1,0,1011427
1917,Harry Davis,Athletics,1,0,1003053
1998,Ralph Milliard,Mets,1,0,1008947
2018,Sonny Gray,Yankees,2,0,12768
2018,Jonathan Loaisiga,Yankees,2,0,19753
1982,Andy Rincon,Cardinals,12,0,1010970
1962,Frank Sullivan,Twins,5,0,1012691
1919,Red Faber,White Sox,63,0,1003889
1944,Lou Rochelli,Dodgers,19,0,1011089
2014,Taylor Jordan,Nationals,8,0,10466
1901,Amos Rusie,Reds,9,0,1011308
2018,Danny Duffy,Royals,2,0,3542
2018,Jakob Junis,Royals,2,0,13619
1927,Joe Mellana,Athletics,7,0,1008749
1977,Rob Belloir,Braves,1,0,1000819
1884,Pat Dealy,Apostles,15,0,1003104
1980,Alan Knicely,Astros,1,0,1007035
1991,Butch Davis,Dodgers,1,0,1003040
2005,Brent Abernathy,Twins,79,0,1192
1912,Tom Long,Senators,1,0,1007740
1954,Alex Kellner,Athletics,63,0,1006785
2009,Ryan Budde,Angels,3,0,3768
1999,Guillermo Garcia,Marlins,4,0,1004501
1885,Dick Phelan,- - -,20,0,1010274
1965,Bill Heath,White Sox,1,0,1005558
2014,Jered Weaver,Angels,2,0,4235
2014,Matt Shoemaker,Angels,2,0,4776
1970,Clay Kirby,Padres,82,0,1006960
1928,John O'Connell,Pirates,1,0,1009718
1996,Charlie Greene,Mets,1,0,1004987
1897,Dick Cogan,Orioles,1,0,1002394
1986,Kent Tekulve,Phillies,6,0,1012905
1920,John Glaiser,Tigers,4,0,1004756
1916,Joe Fautsch,White Sox,1,0,1003961
1926,Babe Adams,Pirates,9,0,1000041
1967,John Orsino,Senators,1,0,1009851
1969,Toby Harrah,Senators,1,0,1005384
1903,Aleck Smith,Americans,33,0,1012087
1998,Bengie Molina,Angels,1,0,24
1986,Benito Santiago,Padres,65,0,1130
