Season,Name,PA,WAR
2000,Ray Durham,709,2.7
1977,Jerry Mumphrey,512,2.7
1929,Jimmie Wilson,449,2.7
1976,Rick Manning,606,2.7
1941,Marty Marion,619,2.7
1911,Doc Miller,632,2.7
1962,Roy McMillan,544,2.7
1961,Wally Post,306,2.7
1970,Reggie Jackson,514,2.7
2008,Ray Durham,426,2.7
1899,Claude Ritchey,616,2.7
1986,Kevin Mitchell,364,2.7
1956,Mickey Vernon,471,2.7
1969,Del Unser,649,2.7
1986,Dan Pasqua,332,2.7
1915,Zack Wheat,595,2.7
1940,Taffy Wright,627,2.7
1991,Tim Raines,709,2.7
1948,Snuffy Stirnweiss,610,2.7
1994,Terry Steinbach,403,2.7
1913,Mike Mowrey,522,2.7
1940,Spud Davis,324,2.7
1966,Cesar Tovar,527,2.7
1910,Bert Daniels,421,2.7
1985,Ernie Whitt,465,2.7
1966,Don Mincher,497,2.7
1938,Frank McCormick,671,2.7
2000,Todd Zeile,623,2.7
1969,Julian Javier,540,2.7
1961,Danny O'Connell,591,2.7
2016,Logan Forsythe,567,2.7
1915,Fred Merkle,557,2.7
2013,Brandon Phillips,666,2.7
2014,Billy Hamilton,611,2.7
1903,Monte Cross,537,2.7
1926,Wally Pipp,649,2.7
2013,Carlos Beltran,600,2.7
1977,Ron LeFlore,698,2.7
1986,Julio Franco,636,2.7
2006,Shane Victorino,462,2.7
1986,Doug DeCinces,572,2.7
1978,Steve Kemp,686,2.7
2016,Jarrod Dyson,337,2.7
1942,Dixie Walker,451,2.7
1976,Enos Cabell,622,2.7
1910,Art Devlin,592,2.7
1891,Doggie Miller,610,2.7
1912,Bobby Byrne,598,2.7
1949,Aaron Robinson,411,2.7
1966,Joe Pepitone,621,2.7
1999,Corey Koskie,392,2.7
2009,Colby Rasmus,520,2.7
2002,Mike Lowell,678,2.7
2010,Luke Scott,517,2.7
1997,Jim Leyritz,456,2.7
2010,Prince Fielder,714,2.7
1995,John Jaha,357,2.7
2016,Didi Gregorius,597,2.7
1934,Goose Goslin,686,2.7
1945,Hersh Martin,479,2.7
1930,Dale Alexander,660,2.7
2005,Chone Figgins,720,2.7
1900,Fred Clarke,466,2.7
1996,Luis Gonzalez,555,2.7
1972,Frank Robinson,405,2.7
1972,Richie Scheinblum,518,2.7
1934,Woody English,475,2.7
1904,John Anderson,598,2.7
2012,Danny Espinosa,658,2.7
1930,Dick Bartell,541,2.7
1882,Joe Hornung,390,2.7
1991,Carlos Baerga,654,2.7
1985,Gary Gaetti,608,2.7
2006,Brad Hawpe,575,2.7
1990,Franklin Stubbs,501,2.7
1961,Willie Kirkland,585,2.7
1967,Tommy Davis,621,2.7
1882,King Kelly,387,2.7
2001,Ramon Hernandez,509,2.7
1993,Ellis Burks,574,2.7
1993,Mike Lansing,555,2.7
2012,Ryan Hanigan,371,2.7
1921,Jimmie Dykes,701,2.7
1917,Stuffy McInnis,621,2.7
2006,Mark Grudzielanek,586,2.7
1995,Terry Steinbach,440,2.7
2003,Angel Berroa,635,2.7
1885,Jimmy Wolf,495,2.7
2018,Marcell Ozuna,628,2.7
1942,Wally Moses,652,2.7
1995,Garret Anderson,400,2.7
1992,Andre Dawson,582,2.7
1963,Brooks Robinson,648,2.7
1915,Ivan Howard,380,2.7
1929,Fred Schulte,520,2.7
1891,Harry Taylor,416,2.7
1999,Mike Sweeney,643,2.7
1948,Elmer Valo,475,2.7
1958,Jim Landis,593,2.7
1941,Eddie Joost,617,2.7
1956,Rocky Colavito,380,2.7
2007,Troy Glaus,456,2.7
1981,Doug DeCinces,391,2.7
1962,Dick Groat,723,2.7
1961,Bob Allison,677,2.7
1906,Ty Cobb,394,2.7
1962,Roy Sievers,543,2.7
1968,Felix Millan,615,2.7
2010,Giancarlo Stanton,396,2.7
1945,Johnny Dickshot,542,2.7
1914,Wally Schang,355,2.7
2014,Brandon Moss,580,2.7
2005,Jason LaRue,422,2.7
1980,Chris Chambliss,663,2.7
2013,Daniel Nava,536,2.7
1978,Dan Driessen,612,2.7
2012,Shane Victorino,666,2.7
1910,Frank Chance,348,2.7
2009,Brendan Ryan,429,2.7
2011,Paul Konerko,639,2.7
1956,Bill White,568,2.7
1890,Duke Farrell,494,2.7
1983,Hal McRae,654,2.7
2018,Jose Peraza,683,2.7
1987,Rance Mulliniks,372,2.7
1908,Jake Stahl,609,2.7
1948,Carl Furillo,414,2.7
1888,Mike Griffin,602,2.7
1895,Candy LaChance,576,2.7
1980,Joel Youngblood,577,2.7
2003,Sean Burroughs,578,2.7
1975,Larry Bowa,629,2.7
1914,Chet Chadbourne,664,2.7
1963,Tom Haller,340,2.7
1973,Nate Colbert,598,2.7
1983,Greg Luzinski,593,2.7
2004,Johnny Estrada,517,2.7
2007,Casey Kotchman,508,2.7
1994,Jerry Browne,388,2.7
1957,Woodie Held,372,2.7
2015,Alex Rodriguez,620,2.7
1942,Eddie Joost,633,2.7
2003,Rafael Palmeiro,654,2.7
2014,Drew Stubbs,424,2.7
2003,J.D. Drew,328,2.7
1901,Otto Krueger,596,2.7
1947,Frankie Gustine,691,2.7
2009,Russell Branyan,505,2.7
1961,Gordy Coleman,578,2.7
1997,Omar Vizquel,642,2.7
2002,Mark Ellis,404,2.7
2012,Jeff Keppinger,418,2.7
1905,Mickey Doolan,524,2.7
1987,Mike Scioscia,523,2.7
1901,Patsy Donovan,578,2.7
1979,Ken Griffey,420,2.7
1904,George Browne,661,2.7
1904,Joe Kelley,519,2.7
1964,Chuck Hinton,575,2.7
1976,Lee May,583,2.7
2014,Seth Smith,521,2.7
2001,Garret Anderson,704,2.7
1973,Fran Healy,315,2.7
1977,Mark Belanger,458,2.7
1882,Buck Ewing,338,2.7
2007,Kaz Matsui,453,2.7
1987,Larry Sheets,508,2.7
2001,Jeff Conine,601,2.7
2010,Miguel Olivo,427,2.7
1921,Frank Snyder,344,2.7
1961,Ron Santo,655,2.7
1909,Chief Wilson,614,2.7
2006,Jamey Carroll,534,2.7
1949,Floyd Baker,474,2.7
1983,Gary Gaetti,650,2.7
1933,Lefty O'Doul,436,2.7
1989,Dave Magadan,429,2.7
1913,Bob Bescher,615,2.7
2012,Ryan Ludwick,472,2.7
2002,Bobby Kielty,348,2.7
1945,Bill Nicholson,660,2.7
1980,U L Washington,614,2.7
1963,Ed Charles,679,2.7
1987,Bo Diaz,530,2.7
1992,Moises Alou,377,2.7
1935,Tony Lazzeri,544,2.7
1890,Sam Thompson,599,2.7
1938,Lee Handley,629,2.7
1911,Bill Sweeney,613,2.7
2009,Lance Berkman,563,2.7
1975,Ken Henderson,597,2.7
1961,Al Smith,602,2.7
2011,Gerardo Parra,493,2.7
1997,Brad Ausmus,478,2.7
1983,Bruce Benedict,494,2.7
1907,Claude Ritchey,572,2.7
1929,Goose Goslin,639,2.7
1983,Brett Butler,613,2.7
2016,Aledmys Diaz,460,2.7
2003,Michael Young,713,2.7
1892,Denny Lyons,451,2.7
2008,Kelly Johnson,614,2.7
1981,Gary Matthews,428,2.7
2018,Asdrubal Cabrera,592,2.7
1979,Ron LeFlore,654,2.7
1920,Dode Paskert,572,2.7
1965,Fred Whitfield,492,2.7
2008,Carlos Gomez,614,2.7
1974,Fran Healy,514,2.7
2009,Todd Helton,645,2.7
1981,Rod Carew,421,2.7
2006,Orlando Cabrera,675,2.7
2009,Bobby Abreu,667,2.7
1971,Richie Hebner,434,2.7
1926,Jimmie Dykes,499,2.7
1941,Babe Dahlgren,586,2.7
1978,Alan Trammell,504,2.7
2000,Tony Batista,664,2.7
1991,Lance Johnson,624,2.7
1962,Frank Malzone,663,2.7
1914,Mickey Doolan,559,2.7
1889,Paul Hines,540,2.7
1950,Billy Goodman,485,2.7
2013,Prince Fielder,712,2.7
2018,Miguel Andujar,606,2.7
1973,Manny Sanguillen,619,2.7
1993,Steve Finley,585,2.7
1940,Babe Phelps,404,2.7
1887,Dave Orr,368,2.7
2017,Matt Joyce,544,2.7
1922,Babe Pinelli,622,2.7
1986,Ray Knight,541,2.7
1936,Ival Goodman,545,2.7
1885,Chief Roseman,445,2.7
1932,Hal Lee,638,2.7
1966,Jose Cardenal,606,2.7
2000,Quilvio Veras,364,2.7
1980,Mickey Rivers,661,2.7
1984,Greg Walker,482,2.7
1994,Jose Canseco,505,2.7
1986,Kent Hrbek,634,2.7
1891,Walt Wilmot,558,2.7
1985,Juan Samuel,709,2.7
1939,Jeff Heath,472,2.7
1987,Ellis Burks,606,2.7
1893,Bug Holliday,576,2.7
1954,Grady Hatton,403,2.7
2002,Rafael Furcal,693,2.7
1923,Pat Duncan,626,2.7
1944,Woody Williams,707,2.7
2006,Kevin Youkilis,680,2.7
1998,Travis Fryman,608,2.6
1922,Whitey Witt,628,2.6
1920,Doc Lavan,569,2.6
1984,Scott Fletcher,521,2.6
1920,Pat Duncan,652,2.6
1978,Eric Soderholm,511,2.6
1974,Joe Lahoud,377,2.6
1942,Phil Cavarretta,566,2.6
2004,Bobby Crosby,623,2.6
1968,Boog Powell,634,2.6
2011,Jeff Francoeur,656,2.6
1983,Tom Brunansky,611,2.6
1984,Doug DeCinces,612,2.6
2017,Ian Kinsler,613,2.6
1973,Ray Fosse,532,2.6
1997,Bobby Bonilla,648,2.6
2014,Eduardo Escobar,465,2.6
1908,Otto Knabe,653,2.6
1958,Hector Lopez,631,2.6
1892,George Davis,658,2.6
2007,Jason Varitek,518,2.6
1953,Billy Goodman,581,2.6
1996,Matt Williams,455,2.6
1971,Willie McCovey,402,2.6
1917,Everett Scott,589,2.6
1916,Harry Heilmann,513,2.6
1937,Babe Phelps,442,2.6
1972,Davey Johnson,436,2.6
1901,Mike Grady,383,2.6
1908,Clyde Milan,540,2.6
1973,Joe Torre,596,2.6
2008,Jorge Cantu,685,2.6
2008,Scott Rolen,467,2.6
1938,Mike Kreevich,551,2.6
1983,Ryne Sandberg,699,2.6
1961,Ron Fairly,301,2.6
1990,Kirk Gibson,359,2.6
1910,Larry McLean,455,2.6
1915,Harry Hooper,675,2.6
1979,Otto Velez,325,2.6
1993,Chuck Knoblauch,685,2.6
1977,Art Howe,463,2.6
2000,Mike Lowell,583,2.6
1959,Roger Maris,498,2.6
1899,Bill Everitt,584,2.6
1891,George Gore,609,2.6
1983,Carney Lansford,328,2.6
1920,Carson Bigbee,607,2.6
2011,Wilson Ramos,435,2.6
1908,Claude Ritchey,500,2.6
2008,Nick Punto,377,2.6
1938,Wally Berger,472,2.6
1915,Dick Hoblitzel,469,2.6
1914,Roger Bresnahan,311,2.6
1978,Ken Griffey,680,2.6
1891,Oyster Burns,523,2.6
1977,Steve Henderson,398,2.6
1901,Harry Wolverton,413,2.6
1920,Ray Schalk,576,2.6
1890,Charlie Bennett,355,2.6
1907,Nig Clarke,430,2.6
1883,Jim O'Rourke,451,2.6
1995,Mark Carreon,426,2.6
1916,Vic Saier,590,2.6
1910,Birdie Cree,527,2.6
1909,Jimmy Sheckard,644,2.6
1996,Hal Morris,594,2.6
1903,George Browne,652,2.6
1969,Mike Fiore,427,2.6
1988,Kevin Mitchell,566,2.6
1938,Ernie Koy,574,2.6
1986,Tim Wallach,539,2.6
1903,Wid Conroy,548,2.6
1985,Von Hayes,637,2.6
1967,Rick Monday,459,2.6
1948,Johnny Lindell,345,2.6
1890,Tim Shinnick,563,2.6
1975,Bake McBride,455,2.6
1983,Willie Aikens,458,2.6
1929,Rabbit Maranville,634,2.6
1915,Marty Berghammer,581,2.6
1891,Tommy Corcoran,550,2.6
1881,George Gore,336,2.6
1914,Rollie Zeider,518,2.6
1876,Jim O'Rourke,327,2.6
2017,Josh Harrison,542,2.6
1895,Chief Zimmer,357,2.6
1992,Kevin Seitzer,615,2.6
1897,Candy LaChance,548,2.6
1904,Emmet Heidrick,578,2.6
1981,Mike Hargrove,398,2.6
1988,Dale Murphy,671,2.6
1902,Harry Steinfeldt,515,2.6
1891,Henry Larkin,607,2.6
1957,Dale Long,482,2.6
1950,Gene Woodling,523,2.6
2013,Alfonso Soriano,626,2.6
1948,Johnny Pesky,677,2.6
1938,Gabby Hartnett,353,2.6
1884,Bill Harbidge,366,2.6
1969,Coco Laboy,616,2.6
1989,George Bell,664,2.6
1982,Ray Knight,676,2.6
1902,Heinie Peitz,428,2.6
1982,Tony Bernazard,630,2.6
1944,Ralph Hodgin,497,2.6
1931,Red Kress,655,2.6
2016,Carlos Gonzalez,632,2.6
1990,Shane Mack,353,2.6
1996,Derek Bell,684,2.6
2015,Trevor Plouffe,632,2.6
2018,Andrew McCutchen,682,2.6
1988,Lenny Dykstra,466,2.6
2000,Trot Nixon,502,2.6
1969,Mike Hegan,333,2.6
1981,Greg Luzinski,441,2.6
1974,Rick Burleson,415,2.6
2012,Chase Utley,362,2.6
1956,Bill Virdon,627,2.6
1936,Buddy Hassett,683,2.6
1952,Gus Zernial,621,2.6
2001,Carlos Guillen,523,2.6
1891,Charley Bassett,564,2.6
1969,Denis Menke,657,2.6
1943,Jake Early,484,2.6
2012,Cody Ross,528,2.6
1957,Bill Mazeroski,568,2.6
1962,Chuck Hinton,598,2.6
1915,Max Carey,630,2.6
1985,Brian Downing,620,2.6
1925,Dick Burrus,652,2.6
1935,Billy Jurges,584,2.6
1882,Abner Dalrymple,411,2.6
1892,Arlie Latham,687,2.6
1907,Jimmy Collins,579,2.6
1917,Wally Schang,366,2.6
2012,John Jaso,361,2.6
1918,Bobby Veach,555,2.6
1943,Mickey Witek,672,2.6
2005,Luis Gonzalez,672,2.6
1978,George Hendrick,541,2.6
1963,Zoilo Versalles,666,2.6
1935,Harlond Clift,569,2.6
1983,Tom Paciorek,456,2.6
1988,Fred Lynn,432,2.6
1984,Steve Balboni,488,2.6
1961,Bill White,663,2.6
1985,Vince Coleman,692,2.6
1912,Chick Gandil,492,2.6
1888,Jack Glasscock,463,2.6
1934,Hal Lee,574,2.6
1997,Dave Hollins,648,2.6
1987,Frank White,624,2.6
1901,Ducky Holmes,589,2.6
1964,Phil Linz,417,2.6
1901,Gene DeMontreville,619,2.6
1903,Ollie Pickering,594,2.6
1991,Spike Owen,475,2.6
1947,Ken Keltner,613,2.6
1957,Hector Lopez,441,2.6
1993,Paul O'Neill,547,2.6
2016,Chase Headley,529,2.6
1930,Bill Dickey,396,2.6
1912,Gavvy Cravath,502,2.6
1992,Otis Nixon,502,2.6
1952,Frank Baumholtz,446,2.6
1948,Danny Litwhiler,431,2.6
1995,Eddie Murray,480,2.6
1999,Paul O'Neill,675,2.6
1911,Jack Barry,514,2.6
1983,Jody Davis,550,2.6
2016,Andrelton Simmons,483,2.6
1932,Eric McNair,591,2.6
1923,Cotton Tierney,640,2.6
2017,Kurt Suzuki,309,2.6
1998,Darren Bragg,465,2.6
1980,Bob Watson,525,2.6
1936,Gus Mancuso,564,2.6
1875,Paul Hines,309,2.6
1906,Pug Bennett,680,2.6
1919,Billy Southworth,502,2.6
2008,Josh Willingham,416,2.6
1952,Bill Serena,435,2.6
1960,Bill Virdon,454,2.6
2008,Alex Gordon,571,2.6
2005,Matt Holliday,526,2.6
2000,Damian Jackson,541,2.6
1953,Del Ennis,643,2.6
1950,Bobby Thomson,625,2.6
2014,Nolan Arenado,467,2.6
1914,Birdie Cree,320,2.6
2001,Marlon Anderson,574,2.6
2012,Mark Teixeira,524,2.6
1968,Joe Torre,464,2.6
1966,Johnny Romano,395,2.6
1969,Gene Michael,464,2.6
1922,Charlie Jamieson,641,2.6
1932,George Grantham,560,2.6
1979,Al Oliver,538,2.6
1909,Bob Bescher,513,2.6
2002,Dave Roberts,479,2.6
1976,Bill Robinson,416,2.6
1955,Eddie Yost,490,2.6
1969,Nate Colbert,532,2.6
1907,Ed Abbaticchio,591,2.6
1967,Pete Ward,542,2.6
1899,Chief Zimmer,383,2.6
1980,Rick Burleson,718,2.6
1910,Doc Gessler,577,2.6
1918,Burt Shotton,576,2.6
2015,Asdrubal Cabrera,551,2.6
2003,Paul Lo Duca,630,2.6
2009,Dan Uggla,668,2.6
1996,John Olerud,469,2.6
1926,Wally Schang,332,2.6
1916,Jack Graney,702,2.6
1984,Jerry Mumphrey,586,2.6
1963,Dick McAuliffe,644,2.6
1976,Rusty Staub,690,2.6
1974,Rico Petrocelli,509,2.6
1961,Bill Skowron,607,2.6
1890,George Van Haltren,420,2.6
2018,Khris Davis,654,2.6
2007,Carlos Lee,697,2.6
2004,Ryan Freel,592,2.6
1998,Jason Giambi,657,2.6
1945,Vince DiMaggio,497,2.6
2000,Herbert Perry,450,2.6
1978,Phil Garner,609,2.6
1986,Bo Diaz,519,2.6
1966,Johnny Callison,677,2.6
1973,Greg Luzinski,671,2.6
1976,Jim Sundberg,496,2.6
2000,Todd Hundley,353,2.6
1879,Tom York,361,2.6
1973,Freddie Patek,571,2.6
1937,Sam West,506,2.6
1911,Red Murray,547,2.6
1902,Jimmy Williams,545,2.6
2012,Billy Butler,679,2.6
1997,Bobby Higginson,623,2.6
1995,Rickey Henderson,487,2.6
2018,Max Kepler,611,2.6
1991,Todd Zeile,638,2.6
2007,Mark Grudzielanek,486,2.6
1985,Mike Heath,492,2.6
1908,Roy Thomas,474,2.6
2012,Justin Upton,628,2.6
1962,Jim Gentile,639,2.6
2008,Miguel Cabrera,684,2.6
2001,Mark Grace,553,2.6
1963,Wes Covington,383,2.6
1947,Pat Mullin,467,2.6
2016,Yadier Molina,581,2.6
2006,Milton Bradley,405,2.6
1976,Al Bumbry,499,2.6
1984,Claudell Washington,479,2.6
1968,Davey Johnson,559,2.6
1985,Bruce Bochte,474,2.6
1903,Joe Kelley,445,2.6
1957,Gino Cimoli,590,2.6
2004,Torii Hunter,569,2.6
2012,Carlos Gomez,452,2.6
1993,Ozzie Smith,603,2.6
1928,Lloyd Waner,720,2.6
1996,Benito Santiago,533,2.6
1963,Joe Azcue,343,2.6
2011,Daniel Murphy,423,2.6
2009,Michael Young,593,2.6
2012,Chipper Jones,448,2.6
1968,Denis Menke,621,2.6
1984,Willie Upshaw,635,2.6
1982,Ken Oberkfell,516,2.6
1973,Bernie Carbo,371,2.6
1893,Bill Hallman,652,2.6
1902,Kid Elberfeld,562,2.6
1946,Andy Seminick,449,2.6
1979,Willie Aikens,447,2.6
1990,Kent Hrbek,578,2.6
1954,Del Crandall,514,2.6
1995,Jay Buhner,539,2.6
1938,Harry Danning,476,2.6
1965,Tom Haller,486,2.6
1974,Johnny Briggs,628,2.6
1922,Jack Tobin,699,2.6
2017,Jay Bruce,617,2.6
1885,Alex McKinnon,419,2.6
1969,Bobby Murcer,625,2.6
1960,Eddie Yost,636,2.6
1952,Eddie Mathews,593,2.6
1998,Ken Caminiti,536,2.6
1938,Phil Weintraub,421,2.6
1975,Jose Cruz,377,2.6
1973,Rusty Staub,666,2.6
1993,Brian McRae,685,2.6
1989,Mike Heath,429,2.6
1892,Bill Hallman,624,2.6
1885,Joe Start,413,2.6
2015,Neil Walker,603,2.6
1987,Candy Maldonado,489,2.6
1947,Eddie Joost,682,2.6
1923,George Burns,724,2.6
1994,Mo Vaughn,463,2.6
2013,Will Venable,515,2.6
1984,Jody Davis,579,2.6
1981,Dusty Baker,438,2.6
1923,Zack Wheat,378,2.6
1972,Dave Duncan,450,2.6
1888,Hick Carpenter,561,2.6
2017,Corey Dickerson,629,2.6
1973,Dave Nelson,624,2.6
1897,Jake Beckley,472,2.6
2001,Rey Sanchez,579,2.6
1967,Glenn Beckert,636,2.6
1919,Casey Stengel,370,2.6
1938,Buddy Lewis,724,2.6
1929,Ski Melillo,544,2.6
2009,Jimmy Rollins,725,2.6
1890,Count Campau,340,2.6
1886,Deacon White,522,2.6
1919,Charlie Deal,443,2.6
1936,Billy Jurges,459,2.6
1942,Max West,525,2.6
2017,Manny Machado,690,2.6
1923,Earl Sheely,680,2.6
1915,Vin Campbell,566,2.6
1875,Dickey Pearce,318,2.6
1924,Ira Flagstead,661,2.6
1935,Tony Cuccinello,404,2.6
2010,Denard Span,705,2.6
2015,Adeiny Hechavarria,499,2.6
1985,Jim Rice,608,2.6
1904,Jake Stahl,567,2.6
1880,Joe Start,358,2.6
2014,Derek Norris,442,2.6
2015,Addison Russell,523,2.6
1973,Mike Lum,568,2.6
2011,Neil Walker,662,2.6
1886,Bill White,595,2.6
1993,Ray Lankford,495,2.6
1890,Ed Cartwright,332,2.6
2016,Yangervis Solarte,443,2.6
1929,Don Hurst,692,2.6
1963,Denis Menke,572,2.6
1995,Gary DiSarcina,394,2.6
1974,Darrell Porter,490,2.6
1993,Mark McLemore,663,2.6
1997,Luis Alicea,471,2.6
2018,Nick Markakis,705,2.6
1890,Joe Quinn,555,2.6
1995,Dan Wilson,440,2.6
1961,Frank Thomas,516,2.6
2018,Willson Contreras,544,2.6
2000,Corey Koskie,559,2.6
1960,Johnny Romano,361,2.6
1912,Bert Daniels,584,2.6
1926,Homer Summa,652,2.6
1881,Joe Start,357,2.6
1979,Joe Morgan,538,2.6
2006,Frank Catalanotto,499,2.6
1921,Charlie Hollocher,629,2.6
1983,Glenn Hubbard,592,2.6
1940,Bob Elliott,611,2.6
1931,Don Hurst,567,2.6
1995,Mike Greenwell,525,2.6
1991,Carlos Quintana,550,2.6
1997,Dave Martinez,573,2.6
1976,Jerry Remy,557,2.6
1970,Leo Cardenas,649,2.6
1951,Bobby Doerr,463,2.6
1902,Duff Cooley,596,2.6
1952,Billy Martin,401,2.6
1971,Joe Rudi,556,2.6
1943,Chet Laabs,665,2.6
1900,Jimmy Sheckard,331,2.6
1883,Bid McPhee,385,2.6
1923,Irish Meusel,649,2.6
1996,Eric Karros,670,2.6
1969,Jerry Grote,406,2.6
1897,John Anderson,527,2.6
1923,Bucky Harris,620,2.6
1930,Shanty Hogan,424,2.6
1935,Sam Leslie,581,2.6
2009,Martin Prado,503,2.6
1885,Doc Bushong,313,2.6
1991,Orlando Merced,478,2.6
1994,Lenny Dykstra,386,2.6
1934,Gus Suhr,650,2.6
1988,Cory Snyder,558,2.6
1970,Bud Harrelson,682,2.6
1960,Al Smith,595,2.6
2007,Orlando Hudson,601,2.6
1967,Don Buford,609,2.6
2004,Brian Roberts,736,2.6
1982,Jim Gantner,485,2.6
1935,Frankie Crosetti,351,2.6
1931,Buzz Arlett,469,2.6
1972,Don Baylor,363,2.6
1996,Rex Hudler,317,2.6
1986,Darnell Coles,587,2.6
1945,Ray Sanders,631,2.6
1886,Charley Jones,567,2.6
1991,Benito Santiago,614,2.6
1979,Toby Harrah,635,2.6
2011,Chris Iannetta,426,2.6
1977,Juan Beniquez,478,2.6
1972,Dave Kingman,531,2.6
1956,Pete Runnels,646,2.6
1985,Glenn Wilson,650,2.6
1972,Ron Fairly,499,2.6
1937,Beau Bell,699,2.6
2001,Stan Javier,323,2.6
1902,Ed Gremminger,572,2.6
1984,Andre Dawson,583,2.6
1970,Don Money,507,2.6
1976,Dave Kingman,510,2.6
1995,Will Clark,537,2.6
2018,Nelson Cruz,591,2.5
1881,Tom York,345,2.5
1942,Walker Cooper,474,2.5
1968,Ron Swoboda,508,2.5
1962,Bobby Del Greco,403,2.5
1906,Dan McGann,545,2.5
1924,Hack Wilson,434,2.5
1972,Boog Powell,539,2.5
2005,Ryan Langerhans,373,2.5
2010,Josh Willingham,451,2.5
1993,Rich Amaral,421,2.5
1999,Ron Gant,605,2.5
1997,Todd Zeile,672,2.5
1956,Carl Furillo,587,2.5
1937,Cookie Lavagetto,587,2.5
1992,Jeff Blauser,403,2.5
1946,Elmer Valo,411,2.5
1993,Harold Baines,480,2.5
1978,Dwight Evans,572,2.5
1977,Richie Hebner,466,2.5
2000,Rondell White,396,2.5
1935,Billy Werber,549,2.5
2018,Gregory Polanco,535,2.5
1924,Bubbles Hargrave,354,2.5
2012,Pedro Alvarez,586,2.5
1885,Sam Wise,449,2.5
2018,Jose Iglesias,464,2.5
1969,Jerry Kenney,509,2.5
2018,A.J. Pollock,460,2.5
1951,Hank Sauer,574,2.5
1992,Cecil Fielder,676,2.5
2010,Juan Pierre,734,2.5
1912,Red Murray,603,2.5
1890,Charlie Hamburg,560,2.5
1990,Mike Fitzgerald,383,2.5
1905,Willie Keeler,650,2.5
1920,Billy Southworth,617,2.5
2007,Jack Wilson,535,2.5
1890,Joe Knight,523,2.5
1977,Cecil Cooper,679,2.5
1883,Joe Hornung,454,2.5
2008,David DeJesus,577,2.5
1884,Pop Corkhill,462,2.5
1986,Brett Butler,683,2.5
1982,Al Cowens,611,2.5
1946,Ralph Kiner,579,2.5
1955,Hank Thompson,533,2.5
1954,Hank Bauer,423,2.5
1886,Ned Williamson,510,2.5
2004,Corey Koskie,488,2.5
1983,Enos Cabell,420,2.5
1879,Hardy Richardson,352,2.5
1893,Perry Werden,556,2.5
1960,Bob Allison,604,2.5
1927,Sammy Hale,564,2.5
1984,Glenn Hubbard,461,2.5
1992,Lenny Dykstra,392,2.5
2006,Aaron Hill,606,2.5
1991,Mike Scioscia,404,2.5
1908,Fred Osborn,601,2.5
1999,Tony Fernandez,576,2.5
1918,Doug Baird,354,2.5
1935,Cliff Bolton,436,2.5
1936,Jackie Hayes,461,2.5
1968,Joe Foy,614,2.5
2000,Barry Larkin,447,2.5
1976,Steve Braun,491,2.5
1936,Beau Bell,683,2.5
1998,Willie Greene,470,2.5
1991,Tony Fernandez,621,2.5
1891,John Carney,531,2.5
1948,Jim Russell,374,2.5
1890,Cliff Carroll,642,2.5
1918,Zack Wheat,436,2.5
1914,Fred Merkle,572,2.5
1949,Ferris Fain,672,2.5
1959,Joe Koppe,472,2.5
1937,Buddy Myer,519,2.5
1888,Jim McTamany,594,2.5
2007,Mark Teahen,608,2.5
1998,Mark Loretta,491,2.5
1971,Maury Wills,654,2.5
2010,Jose Reyes,603,2.5
1964,Tommy Davis,631,2.5
1979,Darrell Evans,661,2.5
1975,Buddy Bell,619,2.5
1945,Skeeter Newsome,476,2.5
2012,Justin Ruggiano,320,2.5
1976,Jimmy Wynn,584,2.5
1922,Jack Smith,578,2.5
1990,Greg Gagne,423,2.5
1973,Dave Concepcion,357,2.5
2009,Juan Rivera,572,2.5
2006,Mike Napoli,325,2.5
1958,Curt Flood,461,2.5
2000,Omar Vizquel,717,2.5
1961,Lenny Green,692,2.5
1974,Mickey Rivers,518,2.5
1918,Buck Weaver,453,2.5
1939,Bobby Doerr,574,2.5
2017,Alex Avila,376,2.5
2001,Ellis Burks,515,2.5
1993,Pete Incaviglia,402,2.5
1991,Harold Baines,566,2.5
1966,Vada Pinson,669,2.5
1988,Mike LaValliere,409,2.5
1993,Reggie Sanders,563,2.5
1995,Kevin Seitzer,570,2.5
2015,Kolten Wong,613,2.5
1967,Don Wert,598,2.5
1893,Patsy Tebeau,522,2.5
1905,Harry Lumley,557,2.5
2010,Chipper Jones,381,2.5
1967,Willie Stargell,536,2.5
1931,Ski Melillo,661,2.5
1926,Tommy Thevenow,608,2.5
1983,Jesse Barfield,420,2.5
1998,Tony Batista,318,2.5
1890,Pop Smith,552,2.5
1970,Lee May,649,2.5
1988,Chet Lemon,582,2.5
1949,Yogi Berra,443,2.5
2018,Jeimer Candelario,619,2.5
2014,Daniel Murphy,642,2.5
2012,Michael Brantley,609,2.5
2015,Brandon Phillips,623,2.5
1999,Ronnie Belliard,531,2.5
1895,Jack Crooks,501,2.5
1989,Rafael Palmeiro,632,2.5
1982,Oscar Gamble,382,2.5
1912,Terry Turner,419,2.5
2005,Brian Schneider,408,2.5
2002,Brad Fullmer,479,2.5
1915,Tilly Walker,567,2.5
1885,George Pinkney,481,2.5
1970,Bill Melton,589,2.5
2006,Paul Lo Duca,551,2.5
1991,Roberto Kelly,543,2.5
1937,Lloyd Waner,582,2.5
2004,Geoff Jenkins,681,2.5
2012,Todd Frazier,465,2.5
1880,Tom Burns,345,2.5
2006,Mike Lowell,631,2.5
1890,Jesse Burkett,437,2.5
1989,Dwight Smith,381,2.5
